trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
542,False,"{'a': 0.25, 'e': 0.004427146647831511}",20,10,18.443736597635276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.25, 'e': 0.004383095802668775}",20,3,25.4942964807739,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.25, 'e': 0.004339483270738895}",20,3,30.790556409954892,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.25, 'e': 0.00429630469075234}",25,8,28.952662235124574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.25, 'e': 0.004253555744815125}",30,0,46.59419314774392,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.25, 'e': 0.004211232157997034}",30,13,34.3926244266039,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.25, 'e': 0.0041693296979041115}",30,0,45.04630350284561,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.25, 'e': 0.004127844174255436}",20,6,22.93089374445284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.25, 'e': 0.0040867714384640675}",35,9,39.583019179434146,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.25, 'e': 0.004046107383222199}",20,8,19.966294325047738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.25, 'e': 0.004005847942090417}",25,0,43.58865741181743,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.25, 'e': 0.003965989089091065}",35,18,27.447963879436895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.25, 'e': 0.003926526838305624}",30,13,30.543287840561273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.25, 'e': 0.0038874572434761303}",20,0,27.803524589952694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.25, 'e': 0.003848776397610539}",20,3,26.043983419418336,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.25, 'e': 0.003810480432592037}",25,0,33.986394473036924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.25, 'e': 0.0037725655187922057}",20,0,29.018354457345,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.25, 'e': 0.0037350278646880674}",30,13,32.617031098486834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.25, 'e': 0.003697863716482929}",35,0,51.76141216389943,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.25, 'e': 0.0036610693577310053}",30,0,40.92228755969396,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.25, 'e': 0.0036246411089657558}",20,12,16.37116690720933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.25, 'e': 0.0035885753273319477}",25,6,29.928042365218502,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.25, 'e': 0.0035528684062213615}",20,0,38.95385848010062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.25, 'e': 0.003517516774912129}",25,0,40.08654498742771,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.25, 'e': 0.003482516898211663}",20,0,27.223217240932712,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.25, 'e': 0.0034478652761031265}",20,0,16.9924570549477,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
568,False,"{'a': 0.25, 'e': 0.0034135584433954303}",20,9,17.037504365670127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.25, 'e': 0.0033795929693767124}",20,9,16.22857956511618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.25, 'e': 0.003345965457471272}",20,0,28.014186901449733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
571,False,"{'a': 0.25, 'e': 0.0033126725448998926}",30,12,32.74318252657281,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.25, 'e': 0.0032797109023435726}",30,10,38.31242401386704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.25, 'e': 0.0032470772336105863}",20,0,29.38779706358897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.25, 'e': 0.00321476827530687}",20,6,27.621878827892218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.25, 'e': 0.003182780796509667}",20,0,29.629624142446186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.25, 'e': 0.0031511115984444414}",20,0,31.73629513455276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 0.25, 'e': 0.003119757514164992}",25,3,40.29578997569876,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.25, 'e': 0.0030887154082367687}",25,0,41.732576787799076,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.25, 'e': 0.0030579821764233073}",25,11,24.081763641186424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.25, 'e': 0.003027554745375815}",20,3,27.456746594992534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.25, 'e': 0.0029974300723258286}",25,1,43.73948876683695,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.25, 'e': 0.0029676051447809445}",20,0,29.453526653733427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
583,False,"{'a': 0.25, 'e': 0.0029380769802235503}",25,0,31.014493740653545,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.25, 'e': 0.0029088426258125845}",20,6,23.52821188454424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.25, 'e': 0.0028798991580882404}",20,0,25.042760152376502,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.25, 'e': 0.002851243682679632}",20,5,29.618782404513972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.25, 'e': 0.002822873334015336}",25,3,33.49505537250042,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.25, 'e': 0.0027947852750368437}",20,0,26.890445033080574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
589,False,"{'a': 0.25, 'e': 0.002766976696914851}",20,0,33.15535888324114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
590,False,"{'a': 0.25, 'e': 0.0027394448187683684}",25,0,41.103242648256476,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.25, 'e': 0.0027121868873866434}",25,4,32.47039222217812,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.25, 'e': 0.0026852001769538205}",20,10,18.74988801537276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.25, 'e': 0.002658481988776367}",20,0,25.74864368724932,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.25, 'e': 0.002632029651013198}",25,11,25.079371286204214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.25, 'e': 0.0026058405184084983}",25,13,21.156703179137498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.25, 'e': 0.00257991197202718}",25,0,37.69528637125042,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.25, 'e': 0.0025542414189929983}",20,6,22.805024950776893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.25, 'e': 0.0025288262922292556}",30,0,44.61626693179799,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
599,False,"{'a': 0.25, 'e': 0.0025036640502021}",25,8,27.310821795325275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.25, 'e': 0.0024787521766663585}",25,0,29.891248554813995,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
601,False,"{'a': 0.25, 'e': 0.002454088180413917}",20,0,28.191768508895656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.25, 'e': 0.0024296695950245953}",30,5,39.80640813523983,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.25, 'e': 0.0024054939786195095}",30,0,47.488756796682146,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
604,False,"{'a': 0.25, 'e': 0.0023815589136168707}",20,0,32.54993608681323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.25, 'e': 0.002357862006490233}",25,0,35.46874999189387,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,False,"{'a': 0.25, 'e': 0.0023344008875291334}",20,0,23.77299905566527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
607,False,"{'a': 0.25, 'e': 0.002311173210602129}",20,4,26.51050613160018,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.25, 'e': 0.0022881766529221693}",20,0,29.346754201083975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
609,False,"{'a': 0.25, 'e': 0.002265408914814322}",20,0,23.13284159103149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.25, 'e': 0.002242867719485801}",20,3,25.52355720751768,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.25, 'e': 0.002220550812798294}",25,0,40.78481981765477,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.25, 'e': 0.0021984559630425313}",20,0,28.579066925680745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
613,False,"{'a': 0.25, 'e': 0.0021765809607151255}",20,2,31.43652014093967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.25, 'e': 0.002154923618297613}",20,0,26.204788942935828,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.25, 'e': 0.002133481770037708}",20,0,26.976604768765032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
616,False,"{'a': 0.25, 'e': 0.0021122532717327137}",30,22,14.119421451595034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.25, 'e': 0.0020912360005151103}",30,0,42.99544033272162,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.25, 'e': 0.0020704278546402606}",25,0,32.70448798667531,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.25, 'e': 0.002049826753276235}",30,0,37.65349277436927,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
620,False,"{'a': 0.25, 'e': 0.002029430636295734}",20,0,30.49374679809602,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.25, 'e': 0.0020092374640700602}",25,1,32.660436060437775,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.25, 'e': 0.0019892452172651635}",20,3,29.047977200540902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.25, 'e': 0.001969451896639702}",20,0,27.150040782138557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
624,False,"{'a': 0.25, 'e': 0.0019498555228451206}",25,0,34.86014834579771,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.25, 'e': 0.0019304541362277095}",30,0,43.21936286449323,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.25, 'e': 0.0019112457966326377}",25,8,27.239423080193458,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.25, 'e': 0.001892228583209938}",30,0,46.59547529345347,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.25, 'e': 0.0018734005942224233}",30,0,47.21516507453018,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.25, 'e': 0.0018547599468555034}",30,0,47.43241925371862,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
630,False,"{'a': 0.25, 'e': 0.001836304777028907}",25,13,19.695265082467344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.25, 'e': 0.0018180332392102713}",20,0,32.616873564941415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
632,False,"{'a': 0.25, 'e': 0.001799943506230591}",20,0,28.298290425256155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.25, 'e': 0.0017820337691014918}",25,8,33.862124398761864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.25, 'e': 0.0017643022368343357}",30,4,34.74243266501171,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.25, 'e': 0.001746747136261118}",25,7,31.04321706313868,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.25, 'e': 0.0017293667118571557}",30,0,48.513529178469476,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
637,False,"{'a': 0.25, 'e': 0.0017121592255655226}",25,7,30.763239893711173,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.25, 'e': 0.0016951229566232505}",20,7,20.595740069516847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.25, 'e': 0.0016782562013892461}",35,17,31.42736516670768,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.25, 'e': 0.001661557273173934}",20,0,27.08398083964484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'a': 0.25, 'e': 0.0016450245020705747}",20,10,15.651438747502608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.25, 'e': 0.0016286562347882809}",30,0,50.46746217740589,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
643,False,"{'a': 0.25, 'e': 0.0016124508344866838}",25,0,33.96328493147457,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.25, 'e': 0.0015964066806122472}",25,0,35.810098710137176,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.25, 'e': 0.001580522168736217}",25,0,36.625148181375366,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.25, 'e': 0.0015647957103941666}",25,0,39.29585767596283,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.25, 'e': 0.0015492257329271565}",25,0,37.846479443501394,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
648,False,"{'a': 0.25, 'e': 0.001533810679324463}",25,0,38.742736780640364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.25, 'e': 0.0015185490080678835}",20,0,31.68389263833882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.25, 'e': 0.0015034391929775726}",20,0,30.784426094899253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.25, 'e': 0.0014884797230594294}",30,3,49.04797586528038,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.25, 'e': 0.0014736691023539946}",20,4,25.334704956196287,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.25, 'e': 0.0014590058497868585}",20,6,23.269901585433754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.25, 'e': 0.0014444884990205433}",25,4,34.77017237318171,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.25, 'e': 0.0014301155983078744}",25,8,28.614971164306546,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.25, 'e': 0.001415885710346802}",30,10,30.79525894311475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.25, 'e': 0.0014017974121366746}",25,16,13.519184370274006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.25, 'e': 0.0013878492948359287}",20,0,28.55116119757026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.25, 'e': 0.0013740399636212118}",25,0,41.154260112240465,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.25, 'e': 0.0013603680375478928}",25,0,41.91130351864273,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.25, 'e': 0.0013468321494119735}",25,9,30.019990647709104,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.25, 'e': 0.0013334309456133593}",20,3,28.82886053675844,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.25, 'e': 0.0013201630860205026}",25,3,35.00746071285097,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.25, 'e': 0.0013070272438363863}",20,0,31.53185270164168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.25, 'e': 0.001294022105465848}",25,10,25.96065209319294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.25, 'e': 0.0012811463703842113}",20,7,22.112946693263673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.25, 'e': 0.0012683987510072388}",30,0,50.195431044912596,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
668,False,"{'a': 0.25, 'e': 0.0012557779725623694}",20,8,22.53395305269844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.25, 'e': 0.0012432827729612404}",20,0,31.72269426594054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.25, 'e': 0.001230911902673481}",20,3,29.94692641750339,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.25, 'e': 0.0012186641246017523}",20,2,31.556711372875217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.25, 'e': 0.0012065382139580406}",25,0,45.8652739336694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.25, 'e': 0.0011945329581411752}",30,3,40.2635171844517,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.25, 'e': 0.0011826471566155727}",25,3,36.935677384353454,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.25, 'e': 0.0011708796207911744}",30,12,34.17034237352154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.25, 'e': 0.0011592291739045914}",20,0,30.347554986522898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.25, 'e': 0.0011476946509014253}",30,0,43.049027272329205,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.25, 'e': 0.0011362748983197658}",20,0,29.596075998941373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.25, 'e': 0.0011249687741748371}",20,9,21.130645525815755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.25, 'e': 0.0011137751478448032}",20,0,30.67575620984936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.25, 'e': 0.0011026928999577018}",20,11,15.805309139651147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.25, 'e': 0.0010917209222795108}",20,2,28.214594178163594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.25, 'e': 0.0010808581176033184}",20,0,30.686800542709367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
684,False,"{'a': 0.25, 'e': 0.0010701033996396044}",20,11,18.325829047591963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.25, 'e': 0.001059455692907609}",25,0,40.55690075375081,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.25, 'e': 0.0010489139326277882}",20,0,22.648660254654903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.25, 'e': 0.0010384770646153282}",20,0,29.748223061998583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.25, 'e': 0.0010281440451747298}",25,0,35.9631074575023,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.25, 'e': 0.0010179138409954376}",30,9,33.323737513406556,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.25, 'e': 0.0010077854290485105}",20,0,26.068711223723017,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
691,False,"{'a': 0.25, 'e': 0.000997757796484312}",20,0,32.65878826282018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
692,False,"{'a': 0.25, 'e': 0.0009878299405312295}",20,0,30.98490691866998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
693,False,"{'a': 0.25, 'e': 0.0009780008683953946}",30,10,33.35992200046223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.25, 'e': 0.0009682695971614017}",25,7,31.665423054646656,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.25, 'e': 0.00095863515369402}",20,6,24.197206469330958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.25, 'e': 0.0009490965745408727}",25,0,36.532852516945205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
697,False,"{'a': 0.25, 'e': 0.0009396529058360963}",20,0,32.264241216646994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.25, 'e': 0.000930303203204949}",25,3,33.601825752057934,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.25, 'e': 0.0009210465316693786}",20,0,33.454704247860185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
700,False,"{'a': 0.25, 'e': 0.0009118819655545162}",25,5,30.223287528133472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.25, 'e': 0.0009028085883961135}",30,16,21.87857677492257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.25, 'e': 0.0008938254928488928}",25,0,39.31680630144468,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.25, 'e': 0.0008849317805958147}",30,13,31.287616983991445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.25, 'e': 0.0008761265622582418}",25,12,20.33575160922643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.25, 'e': 0.0008674089573070026}",25,13,25.62370219675586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.25, 'e': 0.0008587780939743365}",25,0,32.571798625385185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.25, 'e': 0.0008502331091667195}",20,0,33.79082398190037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.25, 'e': 0.000841773148378549}",20,0,31.076590898708993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
709,False,"{'a': 0.25, 'e': 0.0008333973656066964}",20,0,29.900759885380804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.25, 'e': 0.0008251049232659037}",20,0,24.650400891339554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.25, 'e': 0.0008168949921050283}",20,0,30.283055797719197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.25, 'e': 0.0008087667511241113}",25,11,20.599857190826967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.25, 'e': 0.0008007193874922814}",25,13,18.754268240896323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.25, 'e': 0.0007927520964664684}",25,11,25.423287523480642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.25, 'e': 0.0007848640813109315}",20,3,24.721582646627347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.25, 'e': 0.0007770545532175816}",30,13,30.16563087421382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.25, 'e': 0.0007693227312271008}",30,8,35.6025382164303,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.25, 'e': 0.0007616678421508473}",35,13,37.738139161890736,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.25, 'e': 0.0007540891204935334}",20,0,32.872781580574845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
720,False,"{'a': 0.25, 'e': 0.0007465858083766793}",30,0,49.013588852918566,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.25, 'e': 0.0007391571554628198}",20,2,28.34228944931582,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.25, 'e': 0.0007318024188804728}",20,0,37.25535917328441,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
723,False,"{'a': 0.25, 'e': 0.0007245208631498506}",20,6,24.229028247160727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.25, 'e': 0.0007173117601093135}",20,0,29.699214358347252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.25, 'e': 0.000710174388842549}",25,8,26.93019972850862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
