trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
909,False,"{'a': 0.25, 'e': 0.00011278806852302912}",20,0,30.97865654869826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
910,False,"{'a': 0.25, 'e': 0.00011166580849011478}",25,0,37.67745256785829,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
911,False,"{'a': 0.25, 'e': 0.0001105547151311046}",20,0,27.24413448169822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
912,False,"{'a': 0.25, 'e': 0.00010945467733573657}",25,8,29.179205277193585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.25, 'e': 0.00010836558509931485}",20,7,24.119420954662225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.25, 'e': 0.000107287329511708}",20,8,17.53623819013255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.25, 'e': 0.00010621980274645874}",20,0,33.297721829624315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
916,False,"{'a': 0.25, 'e': 0.00010516289805000093}",20,0,33.478932638658485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
917,False,"{'a': 0.25, 'e': 0.00010411650973098415}",20,0,30.821197124532883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
918,False,"{'a': 0.25, 'e': 0.00010308053314970452}",25,0,38.16327805904428,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
919,False,"{'a': 0.25, 'e': 0.0001020548647076406}",25,9,29.71409829661353,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.25, 'e': 0.00010103940183709324}",25,7,30.921689976709196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.25, 'e': 0.00010003404299092957}",25,15,16.825317208391642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.25, 'e': 9.903868763242697e-05}",25,13,23.301279828027887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.25, 'e': 9.805323622522013e-05}",25,0,37.748934024670554,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
924,False,"{'a': 0.25, 'e': 9.707759022334712e-05}",20,11,17.927028717939187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.25, 'e': 9.61116520613947e-05}",20,7,25.509620824060097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.25, 'e': 9.515532514474172e-05}",20,4,27.263413183511215,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.25, 'e': 9.420851383989959e-05}",20,6,21.494287810940154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.25, 'e': 9.32711234649488e-05}",30,12,27.823528947394507,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.25, 'e': 9.234306028007055e-05}",30,0,45.540958765442824,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
930,False,"{'a': 0.25, 'e': 9.142423147817327e-05}",25,0,38.550899082179406,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
931,False,"{'a': 0.25, 'e': 9.051454517561092e-05}",30,0,43.451710480419884,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
932,False,"{'a': 0.25, 'e': 8.961391040299518e-05}",35,0,53.83562358682796,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
933,False,"{'a': 0.25, 'e': 8.872223709609823e-05}",20,3,32.17523540491548,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.25, 'e': 8.783943608684635e-05}",30,16,28.58290287419783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.25, 'e': 8.696541909440292e-05}",30,13,28.65242772095081,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.25, 'e': 8.610009871634035e-05}",25,6,29.50384058900041,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.25, 'e': 8.52433884198996e-05}",20,2,31.394177128625778,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.25, 'e': 8.439520253333736e-05}",30,14,25.470241288859206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.25, 'e': 8.355545623735804e-05}",20,0,29.228829509953226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
940,False,"{'a': 0.25, 'e': 8.272406555663224e-05}",30,16,24.881185892493825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.25, 'e': 8.190094735139904e-05}",25,0,45.40822932293229,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
942,False,"{'a': 0.25, 'e': 8.1086019309152e-05}",20,0,32.661084734067764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.25, 'e': 8.027919993640778e-05}",30,8,37.65031194930343,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.25, 'e': 7.948040855055678e-05}",25,3,38.84307141326071,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.25, 'e': 7.868956527179456e-05}",20,0,26.98869445046429,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
946,False,"{'a': 0.25, 'e': 7.790659101513453e-05}",20,0,28.638361683152905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
947,False,"{'a': 0.25, 'e': 7.713140748249839e-05}",30,14,30.071262858355205,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.25, 'e': 7.636393715488688e-05}",20,0,29.827867878384954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
949,False,"{'a': 0.25, 'e': 7.56041032846277e-05}",30,15,23.617427033572685,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.25, 'e': 7.485182988770058e-05}",30,0,42.052262247814184,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
951,False,"{'a': 0.25, 'e': 7.410704173613899e-05}",25,7,35.413103929636335,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.25, 'e': 7.336966435050708e-05}",25,11,21.55198973283646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.25, 'e': 7.263962399245182e-05}",20,0,30.28446221700462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
954,False,"{'a': 0.25, 'e': 7.191684765732888e-05}",30,12,30.096196708965213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.25, 'e': 7.120126306690273e-05}",20,9,18.75765129103331,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.25, 'e': 7.049279866211783e-05}",20,6,24.325678481031243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.25, 'e': 6.979138359594336e-05}",20,0,27.619404895008387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.25, 'e': 6.909694772628816e-05}",20,10,15.228162916242004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.25, 'e': 6.840942160898656e-05}",20,0,32.23201833120726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
960,False,"{'a': 0.25, 'e': 6.77287364908539e-05}",20,6,22.172301922947508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.25, 'e': 6.705482430281113e-05}",25,8,26.350999425836246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.25, 'e': 6.638761765307772e-05}",20,0,31.413670442064628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
963,False,"{'a': 0.25, 'e': 6.572704982043295e-05}",20,12,14.959707284288609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.25, 'e': 6.507305474754294e-05}",20,0,30.3419474034192,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
965,False,"{'a': 0.25, 'e': 6.442556703435542e-05}",20,0,28.613371997305045,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
966,False,"{'a': 0.25, 'e': 6.378452193155948e-05}",30,0,46.31295747478942,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
967,False,"{'a': 0.25, 'e': 6.314985533411063e-05}",20,0,35.84381428434996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
968,False,"{'a': 0.25, 'e': 6.252150377482026e-05}",20,1,32.97833216173863,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.25, 'e': 6.189940441800879e-05}",20,3,31.430983917446945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.25, 'e': 6.128349505322202e-05}",20,0,27.73055675614436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
971,False,"{'a': 0.25, 'e': 6.067371408901045e-05}",35,17,34.803971292153136,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.25, 'e': 6.0070000546769355e-05}",35,0,59.25034689003146,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
973,False,"{'a': 0.25, 'e': 5.947229405464145e-05}",25,6,31.722899624614413,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.25, 'e': 5.888053484147942e-05}",25,0,38.73232949187353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
975,False,"{'a': 0.25, 'e': 5.829466373086881e-05}",30,0,45.079861448941166,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
976,False,"{'a': 0.25, 'e': 5.7714622135210336e-05}",20,6,23.096321291056334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.25, 'e': 5.7140352049861057e-05}",30,0,52.422742875315954,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
978,False,"{'a': 0.25, 'e': 5.657179604733388e-05}",25,0,34.59360605689649,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
979,False,"{'a': 0.25, 'e': 5.600889727155467e-05}",35,13,41.08453603940235,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.25, 'e': 5.5451599432176945e-05}",25,0,38.93480550692825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
981,False,"{'a': 0.25, 'e': 5.489984679895225e-05}",25,7,29.549314627008695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.25, 'e': 5.435358419615749e-05}",30,4,38.941472107174235,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.25, 'e': 5.3812756997077137e-05}",20,9,20.03556635051643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.25, 'e': 5.327731111854061e-05}",25,0,44.700096883051685,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
985,False,"{'a': 0.25, 'e': 5.2747193015513845e-05}",20,0,32.87014470218968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
986,False,"{'a': 0.25, 'e': 5.2222349675744776e-05}",20,0,31.194965005412175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.25, 'e': 5.170272861446195e-05}",25,0,37.60263626764483,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
988,False,"{'a': 0.25, 'e': 5.118827786912642e-05}",20,10,17.224959490222435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.25, 'e': 5.067894599423484e-05}",20,0,27.162208730715317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
990,False,"{'a': 0.25, 'e': 5.017468205617528e-05}",20,0,31.042405152471964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
991,False,"{'a': 0.25, 'e': 4.967543562813372e-05}",25,5,36.00497145161727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.25, 'e': 4.918115678505129e-05}",20,0,32.66180559976412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
993,False,"{'a': 0.25, 'e': 4.869179609863181e-05}",20,12,13.412515278143479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.25, 'e': 4.820730463239883e-05}",20,0,30.611368415242403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
995,False,"{'a': 0.25, 'e': 4.772763393680189e-05}",30,14,25.34677339100843,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.25, 'e': 4.725273604437187e-05}",25,0,40.467806216996635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
997,False,"{'a': 0.25, 'e': 4.67825634649237e-05}",30,0,49.31709952945354,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
998,False,"{'a': 0.25, 'e': 4.631706918080762e-05}",20,1,32.735829380727864,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.25, 'e': 4.585620664220731e-05}",35,12,42.34325914515124,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.25, 'e': 4.539992976248485e-05}",25,10,27.11041443291953,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.25, 'e': 4.494819291357204e-05}",30,12,32.30559196322624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.25, 'e': 4.4500950921407545e-05}",30,0,49.47069478082843,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1003,False,"{'a': 0.25, 'e': 4.4058159061419435e-05}",20,6,27.38490216402857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.25, 'e': 4.361977305405265e-05}",20,6,21.926452861906082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.25, 'e': 4.3185749060341275e-05}",20,0,29.226866519144764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1006,False,"{'a': 0.25, 'e': 4.275604367752418e-05}",30,0,41.812327935752556,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1007,False,"{'a': 0.25, 'e': 4.233061393470499e-05}",20,0,28.51003958597067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1008,False,"{'a': 0.25, 'e': 4.19094172885549e-05}",20,0,33.606505113815324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1009,False,"{'a': 0.25, 'e': 4.14924116190583e-05}",30,6,38.69064488261145,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.25, 'e': 4.107955522530072e-05}",20,0,31.559649480606097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1011,False,"{'a': 0.25, 'e': 4.067080682129876e-05}",25,3,33.96896104311134,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.25, 'e': 4.0266125531871306e-05}",20,0,24.832715403085654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1013,False,"{'a': 0.25, 'e': 3.9865470888552325e-05}",35,13,36.00268209411528,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.25, 'e': 3.9468802825543534e-05}",30,1,42.31855825393994,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.25, 'e': 3.907608167570808e-05}",25,0,35.70929246885092,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1016,False,"{'a': 0.25, 'e': 3.868726816660371e-05}",25,0,39.569578543156915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1017,False,"{'a': 0.25, 'e': 3.8302323416555486e-05}",25,5,36.72636273762484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.25, 'e': 3.792120893076764e-05}",30,16,25.142896853005617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.25, 'e': 3.754388659747397e-05}",30,0,47.42749428870147,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1020,False,"{'a': 0.25, 'e': 3.717031868412666e-05}",20,0,34.14262266555214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1021,False,"{'a': 0.25, 'e': 3.680046783362321e-05}",20,0,32.450844613976685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1022,False,"{'a': 0.25, 'e': 3.643429706057027e-05}",30,13,34.63007756929761,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.25, 'e': 3.607176974758541e-05}",25,8,35.10705166381669,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.25, 'e': 3.571284964163521e-05}",25,5,31.947833245944416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.25, 'e': 3.535750085040998e-05}",25,0,40.4220963178061,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1026,False,"{'a': 0.25, 'e': 3.500568783873448e-05}",30,0,47.50555004608366,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1027,False,"{'a': 0.25, 'e': 3.4657375425014356e-05}",20,0,26.525512419369615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1028,False,"{'a': 0.25, 'e': 3.431252877771797e-05}",25,3,38.83036508916652,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.25, 'e': 3.397111341189317e-05}",30,0,48.62477968522615,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1030,False,"{'a': 0.25, 'e': 3.363309518571897e-05}",35,3,46.148046616142125,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.25, 'e': 3.3298440297091015e-05}",30,0,47.69807179074321,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.25, 'e': 3.296711528024157e-05}",20,9,15.112249776754995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.25, 'e': 3.263908700239283e-05}",20,0,25.880103094295276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1034,False,"{'a': 0.25, 'e': 3.2314322660443654e-05}",20,6,23.040474747541793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.25, 'e': 3.1992789777689226e-05}",20,9,19.544263280784953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.25, 'e': 3.1674456200573305e-05}",30,0,42.41012240095209,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.25, 'e': 3.135929009547286e-05}",25,1,36.50062892689762,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.25, 'e': 3.1047259945514843e-05}",30,19,16.572434929953573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.25, 'e': 3.073833454742418e-05}",30,0,43.02777688350854,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1040,False,"{'a': 0.25, 'e': 3.0432483008403625e-05}",20,0,32.76626580825097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1041,False,"{'a': 0.25, 'e': 3.0129674743044402e-05}",25,10,28.66406246941419,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.25, 'e': 2.9829879470267617e-05}",30,10,31.437889617956003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.25, 'e': 2.9533067210296187e-05}",20,2,30.60811189127682,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.25, 'e': 2.9239208281656752e-05}",20,3,29.754739578375858,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.25, 'e': 2.8948273298211517e-05}",20,3,28.22289295828286,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.25, 'e': 2.8660233166219798e-05}",20,10,18.533761471053573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.25, 'e': 2.837505908142831e-05}",20,12,15.191433731768296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.25, 'e': 2.8092722526190927e-05}",25,11,23.99325889107229,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.25, 'e': 2.781319526661684e-05}",25,10,26.176015604097397,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.25, 'e': 2.7536449349747158e-05}",20,0,29.33245251242216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1051,False,"{'a': 0.25, 'e': 2.7262457100759568e-05}",20,9,19.36197802254116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.25, 'e': 2.699119112020084e-05}",25,3,36.55530453225219,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.25, 'e': 2.6722624281246868e-05}",20,2,31.809411220800087,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.25, 'e': 2.64567297269899e-05}",30,12,31.648297435488455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.25, 'e': 2.619348086775303e-05}",25,0,34.730526318974356,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1056,False,"{'a': 0.25, 'e': 2.593285137843091e-05}",20,5,22.32338217632231,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.25, 'e': 2.567481519585741e-05}",25,0,42.629098296618885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1058,False,"{'a': 0.25, 'e': 2.5419346516199244e-05}",30,1,42.85651307528601,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.25, 'e': 2.5166419792375563e-05}",30,10,34.40046591207746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.25, 'e': 2.4916009731503204e-05}",35,4,48.924778196488596,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.25, 'e': 2.466809129236741e-05}",20,9,22.74511552757169,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.25, 'e': 2.4422639682917612e-05}",20,8,22.596028730531373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.25, 'e': 2.417963035778842e-05}",20,2,29.875188885622094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.25, 'e': 2.3939039015844767e-05}",20,3,30.585226300101528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.25, 'e': 2.3700841597751968e-05}",25,3,34.77570448912298,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.25, 'e': 2.3465014283569705e-05}",20,0,34.71049177032617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1067,False,"{'a': 0.25, 'e': 2.3231533490370046e-05}",25,0,37.039949127210605,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1068,False,"{'a': 0.25, 'e': 2.30003758698791e-05}",20,0,33.1410888272518,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1069,False,"{'a': 0.25, 'e': 2.2771518306142183e-05}",30,7,38.13421671877078,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.25, 'e': 2.254493791321217e-05}",20,8,20.81851552812472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.25, 'e': 2.232061203286103e-05}",20,0,33.39304438772707,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1072,False,"{'a': 0.25, 'e': 2.209851823231375e-05}",20,0,34.40146774503922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1073,False,"{'a': 0.25, 'e': 2.187863430200519e-05}",20,10,21.658204323247404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.25, 'e': 2.166093825335909e-05}",20,15,7.996333463301549,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.25, 'e': 2.1445408316589164e-05}",30,0,48.227742193094734,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1076,False,"{'a': 0.25, 'e': 2.1232022938522134e-05}",20,1,29.31088595657707,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.25, 'e': 2.1020760780442366e-05}",20,6,24.492457343423563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.25, 'e': 2.0811600715958e-05}",25,2,37.20248702163854,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.25, 'e': 2.060452182888825e-05}",25,11,22.608302007578597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.25, 'e': 2.0399503411171922e-05}",25,3,36.21078408057788,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.25, 'e': 2.019652496079635e-05}",25,0,39.523972433762,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1082,False,"{'a': 0.25, 'e': 1.9995566179747357e-05}",20,3,34.383886744331214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.25, 'e': 1.979660697197936e-05}",20,2,33.44435879546233,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.25, 'e': 1.959962744140579e-05}",25,3,37.040699064612426,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.25, 'e': 1.940460788990944e-05}",25,0,31.296763129098746,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1086,False,"{'a': 0.25, 'e': 1.921152881537264e-05}",20,0,27.763806995029334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1087,False,"{'a': 0.25, 'e': 1.9020370909727005e-05}",20,2,31.904129440251296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
